Apo RMSD,Silymarin RMSD,tadalafil RMSD
2.087132454,3.573346376,5.3552351
2.150743008,3.515432835,5.29424572
2.167775631,3.53251195,5.280090809
2.093211412,3.51247406,5.285511017
2.086798906,3.582563877,5.289875507
2.046202183,3.533046246,5.256407738
2.101856232,3.533184528,5.273450375
2.213860512,3.586884975,5.253921986
2.141317844,3.579005957,5.276033401
2.137943029,3.508836985,5.270864964
2.086532354,3.443666935,5.139055729
2.153411627,3.602442503,5.270428181
2.173682213,3.768876076,5.404129982
2.165239096,3.747506618,5.33887291
2.159481764,3.68606782,5.282010078
2.144233704,3.7467134,5.294930458
2.165161133,3.782438517,5.371256828
2.174474239,3.755631924,5.43046999
2.143972874,3.66538763,5.383195877
2.172761917,3.732964039,5.444973469
2.22147584,3.710352659,5.447969437
2.195854187,3.741616726,5.499103546
2.170988321,3.748102427,5.502837181
2.229908228,3.771545887,5.261394978
2.232841253,3.900243044,5.288491249
2.264332533,3.785466433,5.29670763
2.189432383,3.670871735,5.383123875
2.213643074,3.69249177,5.343703747
2.139448881,3.776575089,5.369320393
2.152528763,3.803096294,5.425849915
2.172834873,3.661064863,5.521859646
2.14091301,3.750320673,5.358276367
2.066720009,3.714354992,5.373807907
2.026595116,3.79437542,5.24173975
2.106145859,3.85525322,5.416093826
2.061131477,3.689263821,5.5908041
2.050851583,3.809611797,5.541558743
2.106410742,3.704157352,5.270770073
2.082315922,3.738247156,5.24034214
2.065680504,3.675877094,5.381180286
2.129169941,3.852590322,5.276616096
2.093393326,3.885704994,5.314305305
2.16648674,3.832111359,5.46155405
2.227624416,3.751743793,5.465548038
2.213701487,3.611314774,5.442503452
2.156391859,3.841836691,5.575241089
2.130658388,3.728655338,5.423503876
2.140130281,3.698834419,5.331830502
2.14877367,3.683203936,5.368041992
2.142345905,3.638892174,5.314571381
2.174448967,3.661108971,5.231938362
2.1531744,3.668919325,5.194786072
2.171366215,3.608480692,5.192158699
2.039232731,3.741430521,5.313475609
2.123854637,3.60172224,5.317906857
2.037320852,3.549676418,5.319854736
2.125676394,3.660519361,5.272999287
2.141638517,3.597317219,5.361620426
2.162756443,3.672101736,5.261370659
2.124735117,3.668973923,5.199728489
2.098208666,3.77043581,5.209630013
2.124146461,3.700216293,5.245931149
2.141476393,3.696702719,5.337915421
2.119764805,3.601523399,5.478608608
2.14100337,3.623424292,5.568684578
2.116393328,3.640335798,5.382966518
2.114421129,3.645918131,5.398731709
2.142694235,3.652737856,5.556521416
2.150883198,3.654563427,5.338018417
2.182586908,3.76673317,5.392045975
2.127994537,3.806444883,5.317174435
2.127273798,3.747484446,5.39383173
2.113566637,3.877194405,5.371569157
2.128928423,3.669753551,5.153160095
2.142680168,3.785851002,5.330187321
2.111050129,3.727059126,5.216414928
2.142082691,3.690585613,5.121569157
2.123798132,3.702160358,5.089183807
2.171702385,3.821451187,5.127533913
2.194204569,3.651556015,5.116629124
2.128900766,3.644720793,5.097627163
2.133118153,3.564823151,5.207549095
2.127220869,3.626453876,5.333675385
2.100268126,3.620932579,5.253073215
2.154066801,3.623810768,5.176787376
2.057305813,3.649631023,5.312303066
2.112426996,3.634094954,5.167317867
2.139201641,3.641651392,5.144397259
2.156960011,3.69488883,5.218173504
2.136899948,3.659859419,5.166266918
2.140609026,3.664471388,5.075771809
2.172379255,3.579339266,5.096932411
2.198605299,3.57256484,4.944703102
2.255888939,3.575036526,5.182613373
2.326143026,3.407581806,5.054150581
2.269992113,3.526344299,5.110665321
2.295285225,3.582956553,5.010752678
2.285980463,3.668214798,5.114347458
2.262246609,3.562565565,5.008420944
2.233698845,3.578797102,5.091733932
2.290182352,3.602451324,4.984640121
2.339804173,3.508466244,4.981916428
2.316620827,3.458952904,4.956774712
2.379696846,3.673167229,4.870265484
2.301384926,3.612597704,5.034026146
2.338457346,3.578589916,4.848069191
2.319225311,3.582163811,4.892991066
2.40547514,3.717920303,4.886049271
2.472882271,3.692612171,4.840116024
2.348739386,3.888178825,4.810773849
2.332034111,3.908609867,4.729284763
2.289500713,3.748681068,4.762263298
2.281031609,3.818181038,4.797675133
2.274785757,3.878345728,4.810816288
2.245853662,3.90212369,4.780099869
2.287505627,3.781340361,4.817594528
2.303403854,3.818311214,4.798363686
2.294500589,3.743263721,4.788922787
2.257076263,3.696185827,4.954027653
2.257050276,3.701109171,4.872043133
2.190273762,3.720719099,4.966397285
2.233328819,3.608818054,4.706976891
2.225827932,3.673812389,4.784422398
2.317657709,3.682369947,4.686669827
2.295326948,3.639000177,4.74086237
2.18736577,3.746734619,4.754669189
2.221176386,3.788695812,4.706690311
2.172321796,3.803594351,4.485870838
2.076467752,3.680188179,4.839140415
2.055803299,3.71043992,4.763039112
2.125472546,3.712366819,4.890030384
2.093514442,3.712777376,4.710738182
2.023438931,3.672021389,4.903575897
2.037484407,3.666091204,4.857664108
2.129315853,3.62964797,4.732128143
2.161076069,3.588768244,4.828619957
2.17467761,3.60004282,4.746415615
2.108528376,3.637026548,4.830983162
2.13741684,3.680924177,4.818568707
2.145494699,3.670728207,4.899728298
2.167063475,3.766875267,4.868597507
2.099876642,3.670679092,4.806685925
2.059311628,3.759803772,4.926788807
2.067284822,3.551613569,4.827157497
2.135762215,3.648610353,4.926469326
2.05318594,3.682819605,4.810961723
2.057821035,3.738684893,4.83095026
2.062970877,3.737112045,4.932476521
2.07423377,3.634818792,4.884459019
2.062781572,3.660471201,4.902369976
2.0514853,3.692471027,4.986464024
2.002370119,3.727644682,5.046023846
2.055471659,3.776445627,4.991779804
1.991692424,3.730204582,4.932380676
2.091683865,3.69578886,4.985170841
2.062512159,3.627670288,4.969077587
2.063458681,3.70754528,4.979218483
2.098947525,3.633673668,4.963868618
2.093192577,3.634869337,4.965489388
2.028622389,3.718147755,4.978236675
1.990920305,3.686668158,5.120369434
1.930413127,3.746566534,5.060147285
2.02357626,3.784433365,5.096295834
2.051855326,3.791337729,5.072565556
1.995084524,3.792356491,5.105600834
2.015133381,3.678257465,5.040828228
2.04758954,3.725063562,5.053001881
1.953228831,3.745318174,5.151200294
1.959614635,3.706511736,5.059816837
1.922493696,3.775568724,5.140676022
1.96936357,3.691468954,5.048965454
2.069262505,3.61552,5.017633438
2.022574425,3.68314147,4.946870327
1.995676398,3.747615814,4.954497337
1.958749175,3.774844646,5.036827564
1.992276788,3.641192675,4.834037781
2.00463295,3.799946785,4.931391239
2.066419363,3.728221893,5.020445824
2.05053401,3.753034592,4.904026985
2.024012327,3.776664734,4.835635662
1.967865348,3.714804173,4.894462109
2.06261611,3.643414259,4.894122124
2.011523724,3.729322433,4.869569778
2.010630131,3.67757535,4.922084808
2.016632795,3.725153208,4.933107376
2.05149889,3.640858412,4.999487877
2.05793047,3.745965004,5.038915157
2.042644978,3.727160931,5.092274189
2.05532074,3.671697617,4.933536053
2.142576694,3.760516167,5.014641762
2.10564661,3.753950596,5.123985291
2.217061281,3.666484118,5.181716919
2.245646238,3.67901206,5.067983627
2.156831264,3.731140375,5.050487518
2.128115177,3.690029144,5.050031185
2.119735718,3.58218503,5.042538643
2.128035784,3.733687878,5.020206451
2.140094042,3.741183996,5.064714432
2.141693592,3.821927547,5.088472366
2.140740156,3.77247262,5.056135654
2.186942816,3.854322672,5.005945206
2.244886637,3.880126238,5.176941872
2.146503925,3.879650831,5.063112259
2.127678633,3.968779802,5.082304955
2.220916033,3.933377028,4.99548912
2.202753782,3.930286407,4.979876995
2.205661297,3.848348618,4.945574284
2.083699703,3.859675884,4.930299759
2.129305601,3.946037531,4.907838345
2.142409801,3.954530001,4.941820145
2.076787472,3.867783785,4.860266685
2.102184772,3.869927168,5.110553741
2.13037467,3.975883484,4.982676029
2.204977989,3.882877827,4.872673988
2.137880802,3.883002281,4.803896427
2.222836971,4.032618523,4.95062685
2.216381073,4.266739368,4.872998714
2.243941069,4.065077305,4.848891258
2.213668108,4.07072258,4.836254597
2.154181004,4.013139725,4.844052792
2.203596354,4.068404675,4.796564102
2.184998035,4.098423481,4.806360245
2.198862076,4.295112133,4.915685654
2.21636796,4.194316864,4.840035439
2.236247301,4.153015137,4.885556698
2.307014465,4.315968037,4.837798119
2.28278327,4.202684879,4.868243217
2.26834774,4.227925777,4.909821987
