APO i rad_of_gyr,Silymai rad_of_gyr,Tada i rad_of_gyr
19.57951858,19.82397525,19.48068845
19.53799415,19.84049876,19.5667518
19.49941364,19.96483094,19.52483273
19.52397967,19.86503617,19.50616294
19.50619244,19.8992585,19.5632714
19.6062045,20.12998123,19.48626911
19.49690385,20.07807111,19.47566086
19.57074938,20.04966609,19.55827536
19.55811147,19.90753826,19.62485228
19.64278567,20.016984,19.66656119
19.57814282,20.02617993,19.66245635
19.60144356,19.91800667,19.59094223
19.60675634,20.02284769,19.5942517
19.53021818,19.89392885,19.5735716
19.61839492,19.90062322,19.58460455
19.58356226,19.90465895,19.53081256
19.58933559,19.90191676,19.53026249
19.60839453,20.01516458,19.45892935
19.60525516,19.80384293,19.5357118
19.55509982,19.90572702,19.50307779
19.56016443,20.00029098,19.60974419
19.62927863,19.81450148,19.66405923
19.66603334,19.91196514,19.65081048
19.66081264,19.82797131,19.63415771
19.60073559,19.92792162,19.64971358
19.56900289,19.87886344,19.62173609
19.57625619,19.96195228,19.61206962
19.63540382,19.88085168,19.70716097
19.53939654,19.79606232,19.55246602
19.56055246,19.92610418,19.72868971
19.49474277,19.78638343,19.72915638
19.55679243,19.8920808,19.70273804
19.58685674,19.93206269,19.750747
19.64819029,19.86584873,19.64916339
19.59707939,19.77320541,19.5868184
19.5953248,19.85777761,19.55537606
19.56367985,19.72568317,19.6008938
19.49869521,19.74737604,19.63957493
19.5011809,19.75919634,19.6007384
19.51979847,19.7654092,19.57533115
19.58188396,19.90315251,19.58113223
19.60100432,19.786063,19.49347972
19.50358479,19.93911526,19.46835144
19.49299077,19.88655124,19.45144977
19.50393603,19.86911634,19.53960148
19.47050011,19.88721699,19.71152299
19.50864627,19.98150171,19.62090649
19.48366671,19.83409338,19.56048802
19.52324486,19.91148544,19.70689784
19.4844302,19.92725836,19.68827809
19.54956854,19.8846006,19.65847049
19.47347008,19.91005292,19.69757423
19.4957499,19.91153214,19.66931928
19.56070164,19.91290347,19.60503846
19.51022851,19.89357268,19.66177908
19.5292008,19.99674725,19.62072273
19.50162376,19.888216,19.56644413
19.49831268,19.89133281,19.62234755
19.48965378,19.8800165,19.47710731
19.39740607,19.88161487,19.49383877
19.38727536,19.82432513,19.55243268
19.42162667,19.87870383,19.46843162
19.41104239,19.7991327,19.61364765
19.38691233,19.78524935,19.60491422
19.4282395,20.00852762,19.5807304
19.4081657,19.99460193,19.49304492
19.42209811,19.90744074,19.51695069
19.4333183,19.91527313,19.51720731
19.45561336,19.88216175,19.51482678
19.43854025,20.00962486,19.4326546
19.33377033,19.8729651,19.3742485
19.34223451,19.81749709,19.3187486
19.38597457,19.82526781,19.40311373
19.41223042,19.88139188,19.41700849
19.38765913,19.83908567,19.4359044
19.35892906,19.84163602,19.3836411
19.38653917,19.83138131,19.43080364
19.44277923,19.76619607,19.380522
19.48833915,19.77520333,19.37933756
19.42591034,19.6716486,19.34617827
19.39120581,19.70095426,19.38994757
19.38255358,19.660259,19.43808985
19.39105478,19.8307293,19.52983723
19.42175413,19.76869796,19.49988421
19.39318238,19.80023654,19.49008771
19.36561298,19.78528282,19.57371039
19.42854791,19.79242493,19.48118639
19.46375384,19.73910386,19.48753187
19.40632786,19.7498807,19.52369166
19.4311833,19.67086898,19.39391137
19.37499601,19.64880114,19.4681431
19.43398586,19.68555145,19.50226365
19.48751883,19.79450482,19.50096459
19.45120309,19.79024442,19.537878
19.43924572,19.80995073,19.51460262
19.34288834,19.89329526,19.47474921
19.39679649,19.84417704,19.46601717
19.41619307,19.76883264,19.50418567
19.39918123,19.7738018,19.48551653
19.38993154,19.8473811,19.49436962
19.39010345,19.95893838,19.517478
19.37333633,19.8095079,19.47077693
19.40885344,19.80591642,19.47728997
19.38391238,19.90163443,19.4484715
19.3808307,19.7889016,19.54621914
19.43852561,19.79611408,19.49629852
19.41812572,19.93117086,19.42289912
19.44422141,19.84578211,19.52198681
19.3395735,19.81533439,19.49374938
19.37592343,19.81083502,19.48263143
19.36882253,19.74982454,19.4803158
19.38464567,19.67567092,19.45717461
19.46516166,19.69916042,19.51119958
19.38240057,19.6744981,19.50059672
19.34378181,19.70986513,19.45723233
19.38508233,19.7210602,19.56150415
19.37520518,19.72551972,19.43321098
19.43854336,19.66747153,19.45517316
19.42078089,19.77190161,19.51117167
19.53231697,19.74796178,19.41564065
19.49213198,19.81328924,19.49247423
19.50573355,19.85602978,19.40784848
19.43594914,19.87025828,19.55633246
19.50538609,19.8763781,19.45819108
19.49784744,19.94667249,19.64181907
19.47959898,19.90948716,19.62693311
19.45016169,19.85808687,19.57580025
19.51611339,19.92458807,19.54623458
19.45749106,19.84624909,19.51941387
19.48788407,19.8600346,19.62552911
19.39886808,19.90315143,19.57632317
19.45906334,19.79725778,19.5971839
19.47059088,19.86055259,19.53329778
19.44070795,19.80241111,19.48097971
19.50793657,19.88699966,19.54042859
19.54524796,19.90234331,19.54762766
19.54631425,19.89206746,19.49359862
19.55209226,19.91642471,19.65490226
19.53824783,19.90530254,19.58083196
19.49712906,20.05730032,19.60925623
19.51006019,19.89756843,19.54802143
19.5257853,19.85268797,19.58353297
19.51722884,19.92277231,19.55859115
19.55286812,19.79822788,19.54174259
19.60838502,19.93815886,19.6110336
19.52425456,19.95644987,19.59561796
19.57965655,20.10451013,19.60422663
19.52679516,20.02804576,19.5142418
19.56911186,19.98038749,19.45477538
19.5368503,20.02982638,19.417524
19.53890351,19.95448737,19.5321732
19.57373621,19.87913624,19.49976564
19.54170461,19.80814312,19.44790317
19.53026179,19.86045076,19.47999317
19.5496322,19.81058933,19.47298456
19.51425126,19.80342246,19.42498286
19.50100247,19.95065378,19.54276776
19.55901261,19.86101416,19.49632922
19.51144648,19.91356684,19.47507493
19.49056747,19.95485108,19.46156717
19.48508196,19.82377923,19.42106633
19.53909169,19.85433984,19.56085095
19.48397663,19.84365532,19.66965474
19.53846693,19.87131852,19.61182398
19.47974804,19.97034298,19.55537573
19.49298024,19.80799728,19.453279
19.49088739,19.80263428,19.51570435
19.4368217,19.88368471,19.59800807
19.51950701,19.80499702,19.52347371
19.48948145,19.74818345,19.62112446
19.55074534,19.97595776,19.59722869
19.49386433,19.98028794,19.66096863
19.56576469,19.8636579,19.66656793
19.55607922,19.79777092,19.62742573
19.5450767,19.90512773,19.57426519
19.53673249,19.83103485,19.63302747
19.51870376,19.89184508,19.64839596
19.47515888,19.94915601,19.67928144
19.49392275,19.88921175,19.61934644
19.49964974,19.75757233,19.64890142
19.51863315,19.73657092,19.63087774
19.63816245,19.91329556,19.62249718
19.51421291,19.88057225,19.71498485
19.54831136,20.00638244,19.60956783
19.49438132,19.86040517,19.64969016
19.46121231,19.9315519,19.64822708
19.49687867,19.81032563,19.6069687
19.6040993,19.77332463,19.51787532
19.52443647,19.94146221,19.55789665
19.59283962,19.80187531,19.5499605
19.57104947,19.94030922,19.50327532
19.58858554,19.85714116,19.46141435
19.52451919,19.95571683,19.52248724
19.61836926,19.98556583,19.51529112
19.64160999,19.91437044,19.45982991
19.55583523,20.04660883,19.44993991
19.56798487,19.95987996,19.52248102
19.55894231,19.86725275,19.51787953
19.58120629,19.79667523,19.52900282
19.5247083,19.75308789,19.4358213
19.4781694,19.8026017,19.45969249
19.53864741,19.73748568,19.50126765
19.57816593,19.79766817,19.49462883
19.56995232,19.67287962,19.46943133
19.4863733,19.65290845,19.4653578
19.55465337,19.57283201,19.55529708
19.5151482,19.60353128,19.54949995
19.50861519,19.60709551,19.47022591
19.50183518,19.61546303,19.44342387
19.52574622,19.69305136,19.53366321
19.52712447,19.73948617,19.46462908
19.53425798,19.63668819,19.50919934
19.57566395,19.60799826,19.51322117
19.47587235,19.52498014,19.465974
19.49895931,19.57744172,19.57071791
19.59406899,19.62640205,19.52418486
19.49583998,19.54830217,19.43412769
19.47603948,19.53063093,19.45662805
19.51749338,19.6251073,19.53050379
19.52471288,19.62941674,19.46187547
19.51207827,19.78505428,19.46058624
19.55261955,19.7621139,19.45972051
19.55116934,19.5123509,19.3315569
19.58173002,19.53718545,19.32563301
19.58503572,19.53250287,19.37927525
19.5223852,19.56325049,19.35825237
19.47134043,19.57848629,19.31235399
19.53299579,19.5873483,19.35930259
19.52835363,19.45585292,19.37737696
